CODE,NAME,COMMON NAME,OWNERSHIP,TYPE,STATUS,ZONE,DISTRICT,DATE OPENED,LATITUDE,LONGITUDE
CK270193,Chikwawa District Hospital,Chikwawa,Government,District Hospital,Functional,South East Zone,Chikwawa,Jan 1st 37,-16.0234699,34.79346
MC190194,Chikweo Health Centre,Chikweo,Government,Health Centre,Functional,South West Zone,Machinga,Dec 30th 74,-14.7655,35.66691
KB050195,Chikwina Health Centre,Chikwina,Government,Health Centre,Functional,North Zone,Nkhata Bay,Jan 1st 75,-11.39694,34.16973
DE030196,Chilamba,Chilamba,Government,Clinic,Non-functional,Centrals West Zone,Dedza,Jan 1st 75,-14.356998,34.235692
KB050197,Chilambwe Health Centre,Chilambwe,Christian Health Association of Malawi (CHAM),Health Centre,Functional,North Zone,Nkhata Bay,Jan 1st 75,-11.69114,34.31617
BT240198,Chilani,Chilani,Private,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.82874,35.00677
NK100199,Chilani Private,Chilani,Private,Clinic,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.730911,34.170489
LL040200,Child Legacy Health Centre (Lilongwe),Child Legacy (Mkanga),Christian Health Association of Malawi (CHAM),Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.0685264, 33.472115
LL040201,Children of Blessings,Children of,Private,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
BT240202,Chileka Health Centre,Chileka,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.682466,34.970663
LL040203,Chileka Health Centre,Chileka,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.02102,33.38544
BT240204,Chileka SDA,Malamulo,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.65986,34.92904
TH310205,Chilengo,Chilengo,Government,Dispensary,Functional,South East Zone,Thyolo,Jan 1st 75,-16.136105,35.015899
LL040206,"Chilewani, Billy B. K. Gift of",Chilewani,Mission/Faith-based (other than CHAM),Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.90729,33.75061
BT240207,Chirimba health centre,Chirimba,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.746368,35.022984
RU140208,Chilinda,Chilinda clinic,Government,Health Post,Functional,North Zone,Rumphi,Jan 1st 75,-10.59101,33.80605
LL040209,Chilinde Health Services,Chilinde,Government,Clinic,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.99587,33.81026
MU210210,Chilingwe,chilingwe,Private,Dispensary,Non-functional,South West Zone,Mulanje,Jan 1st 75,-16.004056,35.648588
MG200211,Chilipa Health Centre (Mangochi),Chilipa,Government,Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-14.6996,34.9732
ZA230212,Chilipa Health Centre,Chilipa,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Zomba,Jan 1st 67,-15.32447,35.11715
BT240213,Chilobwe,Chilobwe Private Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.83305,35.00742
LL040214,Chilobwe/Majiga Health Centre,Chilobwe,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.85467,33.37439
BT240215,Chilomoni,Chilomoni pvt clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.77435,34.98145
BT240216,Chilomoni Health Centre,Chilomoni,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.77128,34.98156
BT240217,Chilomoni BLM,BLM Chilomoni Clinic,Non-Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,,
MG200218,Chilonga Health Centre,Chilonga,Government,Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-14.4672204,34.8711754
MZ160219,Chilukwa,Chilukwa,Christian Health Association of Malawi (CHAM),Health Post,Functional,North Zone,Mzimba,Jan 1st 75,-11.286936,33.821297
KA150220,Chilumba Barracks,Chilumba Barracks,Government,Health Centre,Functional,North Zone,Karonga,Jun 1st 01,-10.39021,34.20897
KA150221,Chilumba Rural Hospital,Jetty,Government,Hospital,Functional,North Zone,Karonga,Jan 31st 92,-10.43199,34.25193
TH310222,Chimaliro Health Centre,Chimaliro Health Centre,Government,Health Centre,Functional,South East Zone,Thyolo,Jan 1st 75,-15.97706,35.18162
LL040223,"Chimango, Amon B. Ali Private",Ali,Private,Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.78326,33.81586
BK170224,Chimatiro,Chimatiro,Government,Dispensary,Functional,South West Zone,Balaka,Jan 1st 15,-14.962681,35.023092
LL040225,Chimbalanga Health Centre,Chitekwere,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.9358,34.12567
MC190226,Chimbira,Chimbira,Government,Health Post,Functional,South West Zone,Machinga,Jan 1st 75,-14.601369,35.805155
BT240227,Chimembe Health Centre,Chimembe,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.77733,34.88548
DE030228,Chimoto Health Centre,Chimoto,Government,Health Centre,Functional,Centrals West Zone,Dedza,Dec 31st 74,-14.44268,34.01021
MZ160229,Chimukusa,Chimukusa,Private,Clinic,Non-functional,North Zone,Mzimba,Jan 1st 75,-11.91,33.59
TH310230,Chimvu,Chimvu,Government,Health Centre,Functional,South East Zone,Thyolo,Jan 1st 75,-15.94198,35.12308
LL040231,Chimwala Clinic,Chimwala Health Centre,Christian Health Association of Malawi (CHAM),Clinic,Functional,Centrals West Zone,Lilongwe,Feb 20th 00,-14.05121,33.79419
MC010232,Chimwankango ,Chimwankango,Government,Dispensary,Functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.40461,32.99357
CR260233,Chimwawa,Chimwawa,Government,Health Centre,Non-functional,South East Zone,Chiradzulu,Dec 30th 74,-15.909166,35.258729
KU070234,Chimwemwe Private Clinic,Chimwemwe,Private,Clinic,Functional,Central East Zone,Kasungu,Jan 1st 75,-12.5670818,33.5113505
ZA230235,Chinamwali Private Clinic,Maseko,Mission/Faith-based (other than CHAM),Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,-15.3816,35.35584
NS300236,Ching'oma Health Post,Ching'oma ,Government,Health Post,Functional,South East Zone,Nsanje,Jan 1st 75,-16.999306,35.109333
TH310237,Chingazi Rural Hospital,Chingadzi Hospital,Christian Health Association of Malawi (CHAM),Hospital,Functional,South East Zone,Thyolo,Jan 1st 75,-15.91842,35.20595
ZA230238,Chingale Health Centre,Chingale,Government,Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,-15.39694,35.1808
NT080239,Chinguluwe Health Centre (Ntchisi),Chinguluwe,Government,Health Centre,Functional,Central East Zone,Ntchisi,Jan 1st 75,-13.2614988,33.868625
SA090240,Chinguluwe Health Centre (Salima),Chinguluwe,Government,Health Centre,Functional,Central East Zone,Salima,Jan 1st 75,-13.66454,34.38503
ZA230241,Chinguma,Chinguma,Government,Health Post,Functional,South West Zone,Zomba,Jan 1st 06,-15.230167,35.800284
BT240242,Chinjovu PVT Clinic,Chinjobvu clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.73676,35.0192
DA020243,Chinkhwiri Health Centre,Chinkhwiri,Government,Health Centre,Functional,Central East Zone,Dowa,Dec 31st 80,-13.38557,33.72106
LL040244,City Council clinic,Chinsapo Clinic,Government,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 92,,
CP060245,Chinsasu,Chinsasu,Government,Clinic,Functional,North Zone,Chitipa,Nov 25th 15,-9.68485,33.41856
KB050246,Chintheche Rural Hospital,Chintheche,Government,Hospital,Functional,North Zone,Nkhata Bay,Jan 1st 59,-11.82719,34.16836
NT080247,Chinthembwe Health Centre,Chinthembwe,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Central East Zone,Ntchisi,Feb 1st 84,-13.43326,33.97527
KU070248,Chinyama,Chinyama,Government,Health Centre,Functional,Central East Zone,Kasungu,Jan 1st 12,-12.974524,33.797009
MU210249,Chinyama Health Centre,Chinyama Health Centre,Government,Health Centre,Functional,South West Zone,Mulanje,Dec 31st 74,-16.1565351,35.3409743
NT120250,Chiole Clinic,Chiole,Christian Health Association of Malawi (CHAM),Dispensary,Non-functional,Centrals West Zone,Ntcheu,Jan 1st 75,-14.79743,34.64265
MC010251,Chioshya Health Centre,Chioshya,Government,Health Centre,Functional,Centrals West Zone,Mchinji,Mar 6th 86,-13.79586,33.17534
TH310252,Chipho Health Centre,Chipho,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Thyolo,Jan 1st 75,-16.171528,35.110222
DE030253,Chiphwanya Health Centre (St.,Chiphwanya,Christian Health Association of Malawi (CHAM),Health Centre,Non-functional,Centrals West Zone,Dedza,Jan 1st 75,-14.0848458,34.2583098
ZA230254,Chipini Rural Hospital,Chipini,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Zomba,Jan 1st 92,-15.39007,35.09531
SA090255,Chipoka Health Centre,Chipoka,Government,Health Centre,Functional,Central East Zone,Salima,Jan 1st 75,-13.98973,34.51545
MC190256,Chipolonga,Chipolonga,Government,Clinic,Non-functional,South West Zone,Machinga,Jan 1st 75,-14.855441,35.685485
MG200257,Chiponde Dispensary,Chiponde,Government,Dispensary,Functional,South West Zone,Mangochi,Jan 1st 75,-14.373385,35.60143
KU070258,"Chipulumutso Private Clinic, K",Chipulumutso,Private,Clinic,Non-functional,Central East Zone,Kasungu,Jan 1st 75,-13.30101,33.52806
MC010259,Chipumi Health Centre,Chipumi,Government,Health Centre,Functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.62519,33.08151
CP060260,Chipwera,Chipwera,Government,Health Post,Functional,North Zone,Chitipa,Jan 1st 75,-9.773001,33.522856
CR260261,Chiradzulu District Hospital,Chiradzulu District Hospital,Government,District Hospital,Functional,South East Zone,Chiradzulu,Dec 30th 74,-15.7107196,35.1742529
BT240262,Chirani Pvt Clinic,Chilani,Private,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,,
PH220263,Chiringa Maternity,Chiringa,Government,Clinic,Functional,South West Zone,Phalombe,Dec 29th 74,-15.7724,35.769676
PH220264,Chiringa Health Centre (CHAM),Chiringa CHAM,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Phalombe,Dec 29th 86,-15.765692,35.761923
LL040265,"Chirwa, Patrick W. Lilongwe P",Lilongwe private clinic,Private,Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.93877,33.7921
KB050266,Chisala Health Centre,Chisala,Government,Health Centre,Functional,North Zone,Nkhata Bay,Jan 1st 04,-11.6064929,34.2540704
MU210267,Chisambo Estate Clinic,chisambo,Other,Clinic,Functional,South West Zone,Mulanje,Jan 1st 75,-16.03822,35.70899
CP060268,Chisenga,Chisenga,Government,Health Post,Functional,North Zone,Chitipa,Jan 1st 78,-9.974946,33.389664
DA020269,Chisepo Health Centre,chisepo,Government,Health Centre,Functional,Central East Zone,Dowa,Jan 1st 75,-13.63492,33.47017
ZA230270,Chisi Health Centre,Chisi ,Government,Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,-1,1
RU140271,Chisimuka Health Centre,Chisimuka,Government,Health Centre,Functional,North Zone,Rumphi,Jan 1st 75,-10.76924,33.55751
KU070272,Mpepa Health Centre,Chinsinga,Government,Health Centre,Functional,Central East Zone,Kasungu,Jan 1st 00,-12.622028,33.326917
MU210273,Chisitu Health Centre,Chisitu,Government,Health Centre,Functional,South West Zone,Mulanje,Dec 31st 74,-16.0009921,35.4330321
TH310274,Chisoka Health Centre,Chisoka Health centre,Government,Health Centre,Functional,South East Zone,Thyolo,Dec 31st 74,-15.94181,35.20879
NK100275,Chisomo,Chisomo,Private,Clinic,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.627012,34.169701
TH310276,Chisomo Dental Clinic.,Chisomo Dental Clinic.,Private,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,-16.01,35.31
DE030277,Chisomo Maternity,Chisomo,Private,Clinic,Non-functional,Centrals West Zone,Dedza,Jan 1st 75,-14.384728,34.319712
TH310278,Chisunga,Chisunga,Government,Health Post,Functional,South East Zone,Thyolo,Jan 1st 75,-13,33
MC190279,Chisuwi,Chisuwi,Government,Health Post,Functional,South West Zone,Machinga,Jan 1st 75,-14.968767,35.45754
SA090280,Chitala Health Centre,Chitala,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Central East Zone,Salima,Dec 31st 74,-13.67161,34.27174
BT240281,Chitawira Private Hospital,Gombwa,Private,Hospital,Functional,South East Zone,Blantyre,Jan 1st 75,-15.81293,35.02274
LL040282,Chitedze Health Centre,Chitedze,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.97684,33.64529
PH220283,Chitekesa ,Chitekesa,Government,Health Centre,Functional,South West Zone,Phalombe,Dec 29th 75,-15.5521738,35.611432
BT240284,Chitekwe Arthur D. Arthur Gar,Chitekwe Arthur D. Arthur Gar,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.83626,35.09193
LL040285,Chitekwele,Chitekwele,Government,Health Post,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.968615,34.096079
CR260286,Chitera Health Centre,Chitera,Government,Health Centre,Functional,South East Zone,Chiradzulu,Jan 1st 75,-15.60646,35.12306
MC010287,"Chitete, Alex . St. Alex Priva",Chitete,Private,Clinic,Non-functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.54479,33.17579
BK170288,Chithandizo Private Clinic,Chinthandizo,Private,Clinic,Functional,South West Zone,Balaka,Jan 1st 14,,
TH310289,Chithebe Dispensary,chithebe dispensary,Government,Dispensary,Functional,South East Zone,Thyolo,Jan 1st 75,-16.00218,35.01294
KB050290,Chitheka Health Centre,Chitheka,Government,Health Centre,Functional,North Zone,Nkhata Bay,Jan 1st 75,-11.6080989,34.3016984
CK270291,Chithumba Health Centre,Chithumba Health Centre,Government,Health Centre,Functional,South East Zone,Chikwawa,Jan 1st 75,-15.80369,34.47629
RU140292,Chitimba Health Centre,Chitimba,Government,Health Centre,Functional,North Zone,Rumphi,Dec 31st 74,-10.59808,34.17026
CP060293,Chitipa District Hospital,Chitipa,Government,District Hospital,Functional,North Zone,Chitipa,Apr 1st 74,-9.70159,33.2659
DE030294,Chitowo Health Centre,Chitowo,Government,Health Centre,Functional,Centrals West Zone,Dedza,Dec 29th 74,-14.22584,34.03961
MC190295,Chitundu,Chitundu,Government,Health Post,Functional,South West Zone,Machinga,Jan 1st 75,-14.915042,35.650339
MG200296,Chiumbangame Dispensary,Chiumbangame,Government,Dispensary,Functional,South West Zone,Mangochi,Jan 1st 75,-14.31739,35.55721
MG200297,Chiunda Dispensary,Chiunda,Government,Clinic,Functional,South West Zone,Mangochi,Jan 1st 75,-14.7778842,35.4392003
LL040298,Chiunjiza Health Centre,Chiunjiza,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.24322,33.4013
LL040299,Chiwamba Health Centre,Chiwamba,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.8571,33.92926
NT120300,"Chiwambo, Kinwell JBT Kanandi",Kanandi Private Clinic,Private,Clinic,Functional,Centrals West Zone,Ntcheu,Jan 1st 75,-14.7772,34.56924
LL040301,Chiwe Health Centre,Chiwe,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 95,-13.90738,33.39862
CP060302,Chiweta,Chiweta,Government,Health Post,Functional,North Zone,Chitipa,Jan 1st 75,-9.646359,33.246835
LL040303,Chiwoza Health Centre,Chiwoza,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.13,33.72
KA150304,Chiza Private Clinic,Chiza,Private,Clinic,Functional,North Zone,Karonga,Dec 1st 08,-10.4556943,34.2099356
DE030305,"Chizimba, Richard M. Vizimba P",Vizimba Clinic,Private,Clinic,Functional,Centrals West Zone,Dedza,Jan 1st 75,-14.37657,34.33303
DA020306,Chizolowondo Health Centre,Chizolowondo,Government,Health Centre,Functional,Central East Zone,Dowa,Jan 1st 04,-13.46336,33.51328
KB050307,Chizumulu,St. Marys,Mission/Faith-based (other than CHAM),Clinic,Functional,North Zone,Nkhata Bay,Jan 1st 75,-12.03000,34.62000
MZ160308,Chololo,Chololo,Government,Health Post,Functional,North Zone,Mzimba,Jan 1st 75,-11.014233,33.972657
MZ160309,Choma Health Centre,Choma,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.31318,33.99327
KB050310,Chombe Estate Dispensary,Chombe,Private,Dispensary,Functional,North Zone,Nkhata Bay,Jan 1st 63,-11.64771,34.21214
MU210311,Chonde Rural Hospital,Chonde,Government,Hospital,Functional,South West Zone,Mulanje,Dec 31st 74,-15.99708,35.32333
LL040312,"Chonde, Numeri G. Malakia Priv",Chonde,Mission/Faith-based (other than CHAM),Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.99455,33.80908
DE030313,Chongoni College of Forestry D/Health Center,Chongoni,Government,Dispensary,Functional,Centrals West Zone,Dedza,Jan 1st 07,-14.31971,34.26677
KU070314,Chulu Health Centre,Chulu,Government,Health Centre,Functional,Central East Zone,Kasungu,Jan 1st 75,-12.82192,33.30816
LL040315,City Assembly Health,City Health Assembly,Government,Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.98931,33.77082
LL040316,City Centre Clinic,City centre Clinic,Private,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.95666,33.7839
ZA230317,City Clinic Zomba,Manicipality,Government,Clinic,Functional,South West Zone,Zomba,Jan 1st 75,-15.39072,35.32416
ZA230318,Cobbe Barracks,Barracks,Parastatal,Hospital,Functional,South West Zone,Zomba,Jan 1st 75,-15.39094,35.30534
LL040319,Codachom NGO,Codachom,Non-Government,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
BT240320,Come Again Private,Come Again,Private,Unclassified,Functional,South East Zone,Blantyre,Dec 5th 16,-15.790118,35.085924
BK170321,Comfort Health Centre,Andiamo,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Balaka,Jan 1st 75,-15.00318,34.95244
ZA230322,Compassionate Mission Clinic,Mpinganjira,Private,Clinic,Functional,South West Zone,Zomba,Jan 1st 75,-15.32402,35.39372
LL040323,Cross Roads Dental Clinic,Cross Roads Dental,Private,Clinic,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
KB050324,Cumnock Private Clinic,Cumnock,Christian Health Association of Malawi (CHAM),Clinic,Functional,North Zone,Nkhata Bay,Jan 1st 75,-11.52705,34.08482
LL040325,Daeyang Luke Hospital,Deayang,Christian Health Association of Malawi (CHAM),Hospital,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.87684,33.80867
BT240326,Dalirani,Dalirani Private Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.82529,35.08039
DA020327,Dalitso Private Clinic,Dalitso,Private,Clinic,Functional,Central East Zone,Dowa,Jan 1st 75,-13.42237,33.60932
NE290328,Dambe,Dambe,Government,Health Centre,Functional,South East Zone,Neno,Apr 25th 16,,
RU140329,David Gordon MemorialClinic,Livingstonia,Christian Health Association of Malawi (CHAM),Clinic,Non-functional,North Zone,Rumphi,Jan 1st 75,-10.6036335,34.1109092
LL040330,David Livingstone Memorial Cli,David Livingston,Private,Health Post,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.98173,33.78813
BT240331,Dawn Private Clinic,Steve Gamgata,Private,Dispensary,Functional,South East Zone,Blantyre,Jan 1st 75,-15.415159328,34.595993268
BT240332,"De Johnstone, maria I.M","De Johnstone, Maria I.M",Private,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,,
DE030333,Dedza BLM,Banja la mtsogolo,Non-Government,Clinic,Non-functional,Centrals West Zone,Dedza,Jan 1st 75,-14.37625,34.33035
DE030334,Dedza District Hospital,Dedza District Hospital,Government,District Hospital,Functional,Centrals West Zone,Dedza,Jan 1st 75,-14.38596,34.33547
DE030335,Dedza private Clinic,Dedza Private Clinic,Parastatal,Unclassified,Functional,Centrals West Zone,Dedza,Jan 1st 75,-14.386667,34.34323
